,,Museum,,Species,Phylum,Class,Order,Family,Collector,Continent,Country,State,Locality,Sex,,,,,Date,Location_in_collections ,Beak_length_mm,Beak_width_ventral_base_mm,Anterior_nostril_tip_mm,Beak_depth_mm,Tarsus_length_mm,Wing_chord_mm,Notes
243292,1496633,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,Luristan,Durud,Male,No,1496633,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Friday, November 20, 1942",,,,,,,,
243293,1496634,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,Luristan,Durud,,No,1496634,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Friday, November 20, 1942",,,,,,,,
243294,1496635,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,Luristan,Durud,Male,No,1496635,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Friday, November 20, 1942",,,,,,,,
243297,1496638,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,Luristan,Durud,Male,No,1496638,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Friday, November 20, 1942",,,,,,,,
243298,1496639,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,Luristan,Durud,Female,No,1496639,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Saturday, March 15, 1941",,,,,,,,
243299,1496640,FMNH,Birds,Sturnus vulgaris caucasicus,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,Luristan,Durud,Female,No,1496640,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Saturday, March 15, 1941",,,,,,,,
243300,1496641,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,Luristan,Durud,Female,No,1496641,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Friday, November 20, 1942",,,,,,,,
243301,1496642,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,Fars,Eglit,Male,No,1496642,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Friday, March 8, 1940",,,,,,,,
243302,1496643,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,Fars,Dastarjin,Female,No,1496643,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Tuesday, April 9, 1940",,,,,,,,
243303,1496644,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,Kirman,Maskun,Male,No,1496644,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Saturday, February 3, 1940",,,,,,,,
243304,1496645,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Iran,,Khatunabad,Male,No,1496645,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Tuesday, January 30, 1940",,,,,,,,
283765,1537068,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W S & J K Street,Asia,Iran,Fars,Bostak,,No,1537068,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Thursday, November 21, 1968",,,,,,,,
283766,1537069,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W S & J K Street,Asia,Iran,Fars,Bostak,,No,1537069,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Thursday, November 21, 1968",,,,,,,,
84065,875670,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. Clawson,Asia,Iraq,Kirkuk,Kirkuk,Female,No,875670,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,1937-11-01,,,,,,,,
126710,919830,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,G. Minotto,Europe,Italy,Venezia,"Venice, Market",Male,No,919830,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,11 Mar 1891,,,,,,,,
126711,919831,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,L. B. Bishop,Europe,Italy,Venezia,"Venice, Market",Female,No,919831,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Sunday, October 31, 2010",,,,,,,,
126712,919832,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,L. B. Bishop,Europe,Italy,Venezia,"Venice, Market",Female,No,919832,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Monday, November 8, 2010",,,,,,,,
126713,919833,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,L. B. Bishop,Europe,Italy,Venezia,"Venice, Market",Female,No,919833,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Monday, November 8, 2010",,,,,,,,
40995,758632,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),Europe,Italy,,Rome,,No,758632,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,Nov 1874,,,,,,,,
218433,1471781,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. L. Fleming,Asia,Nepal,,Dhangarhi,Male,No,1471781,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Wednesday, December 3, 1952",,,,,,,,
218434,1471782,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. L. Fleming,Asia,Nepal,,Dhangarhi,Female,No,1471782,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Wednesday, December 3, 1952",,,,,,,,
218435,1471783,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. L. Fleming,Asia,Nepal,,Dhangarhi,Male,No,1471783,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Wednesday, December 3, 1952",,,,,,,,
218436,1471784,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. L. Fleming,Asia,Nepal,,Dhangarhi,,No,1471784,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Wednesday, December 3, 1952",,,,,,,,
250528,1503866,FMNH,Birds,Sturnus vulgaris poltaratskyi,Chordata,Aves,Passeriformes,Sturnidae,R. L. Fleming,Asia,Nepal,,Manora River,Female,No,1503866,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Friday, April 5, 1957",,,,,,,,
278754,1532091,FMNH,Birds,Sturnus vulgaris poltaratskyi,Chordata,Aves,Passeriformes,Sturnidae,R. L. Fleming,Asia,Nepal,,,Male,No,1532091,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Wednesday, November 6, 1957",,,,,,,,
243282,1496623,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Pakistan,Sind,Soneri Lake,Female,No,1496623,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Friday, December 8, 1939",,,,,,,,
243283,1496624,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Pakistan,Sind,Soneri Lake,Female,No,1496624,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Tuesday, December 5, 1939",,,,,,,,
243284,1496625,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. N. Koelz,Asia,Pakistan,Sind,Soneri Lake,Female,No,1496625,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Friday, December 8, 1939",,,,,,,,
94784,886443,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),Europe,Romania,Transylvania,,Male,No,886443,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,10 May 1883,,,,,,,,
126703,919823,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,L. B. Bishop,Africa,Tunisia,,"Tunis, Market",Male,No,919823,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Sunday, February 13, 2011",,,,,,,,
126704,919824,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,L. B. Bishop,Africa,Tunisia,,"Tunis, Market",Female,No,919824,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Sunday, February 20, 2011",,,,,,,,
126705,919825,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,L. B. Bishop,Africa,Tunisia,,"Tunis, Market",Female,No,919825,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Sunday, February 20, 2011",,,,,,,,
127746,920868,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),Europe,United Kingdom,England,Blackpool,,No,920868,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Sunday, June 26, 2022",,,,,,,,
127747,920869,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),Europe,United Kingdom,England,Berwick,Male,No,920869,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Wednesday, April 6, 1921","cabinet 478, shelf 5th from top",26.68,7.09,16.83,7.6,27.96,115,
151881,945201,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),Europe,United Kingdom,England,Berwick,Male,No,945201,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Wednesday, April 6, 1921","cabinet 478, shelf 5th from top",25.09,7.55,15.91,7.42,26.13,118,
151882,945202,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),Europe,United Kingdom,England,Blackpool,Male,No,945202,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Sunday, June 3, 2029",,,,,,,,
151883,945203,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),Europe,United Kingdom,England,Poltun,Male,No,945203,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,"Monday, October 26, 2020",,,,,,,,
310028,1563249,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Brighton,Female,No,1563249,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,06 Oct 1888,"cabinet 478, shelf 5th from top",22.34,6.66,16.77,7.45,28.56,120,
310029,1563250,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Brighton,Male,No,1563250,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,15 Oct 1888,"cabinet 478, shelf 5th from top",25.16,7.48,16.99,8.1,29.89,121,
310030,1563251,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Brighton,Male,No,1563251,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,12 Nov 1888,"cabinet 478, shelf 5th from top",25.78,8,17.49,7.05,28.57,124,
310031,1563252,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Brighton,Female,No,1563252,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,24 Sep 1888,"cabinet 478, shelf 5th from top",23.21,7.72,17.84,6.96,29.22,124,
310032,1563253,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Brighton,,No,1563253,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,18 Nov 1888,"cabinet 478, shelf 5th from top",23.7,7.02,18.29,7.51,27.88,124,
310033,1563254,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Brighton,Male,No,1563254,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,31 Oct 1888,"cabinet 478, shelf 5th from top",24.34,6.69,18.18,8.16,28.14,126,
310034,1563255,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Brighton,,No,1563255,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,04 Oct 1888,"cabinet 478, shelf 5th from top",24.58,7.29,16.69,7.08,29.4,129,
310035,1563256,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Brighton,,No,1563256,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,24 Sep 1888,"cabinet 478, shelf 5th from top",25.21,7.18,17.71,8.54,26.81,118,
310036,1563257,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,J. M. Pleydell,Europe,United Kingdom,England,Whatcombe,,No,1563257,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,21 Mar 1890,"cabinet 478, shelf 5th from top",24.87,7.36,17.94,7.02,27.87,125,
310037,1563258,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,J. M. Pleydell,Europe,United Kingdom,England,Whatcombe,,No,1563258,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,08 Feb 1890,"cabinet 478, shelf 5th from top",26.16,8.25,17.32,7.49,28.13,122,
310038,1563259,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. Edwards,Europe,United Kingdom,Wales,St Brides,,No,1563259,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,06 Jan 1890,"cabinet 478, shelf 5th from top",24.88,7.52,16.95,6.78,28.99,120,
310039,1563260,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Newhaven,,No,1563260,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,12 Nov 1888,"cabinet 478, shelf 5th from top",24.8,8.03,16.93,8.09,29.14,131,
310040,1563261,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Newhaven,,No,1563261,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,12 Nov 1888,"cabinet 478, shelf 5th from top",24.3,7.52,18.08,7.21,25.64,121,
310041,1563262,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,P. Loney,Europe,United Kingdom,England,"Berwick, Duns",Female,No,1563262,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,02 Jan 1889,"cabinet 478, shelf 5th from top",24.21,7.79,17.7,7.35,28.9,122,
310042,1563263,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),Europe,United Kingdom,England,Bottingclean,Female,No,1563263,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,04 Dec 1888,"cabinet 478, shelf 5th from top",24.02,6.72,17.63,7.27,27.53,125,
310043,1563264,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. F. Brockholes,Europe,United Kingdom,England,,Male,No,1563264,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,26 Feb 1890,"cabinet 478, shelf 5th from top",24.48,7.13,24.81,7.19,29.69,129,
310044,1563265,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Sifford,Europe,United Kingdom,England,Sifford,Male,No,1563265,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,10 Sep 1888,"cabinet 478, shelf 5th from top",24.41,7.99,16.63,7.26,27.8,119,
310045,1563266,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. B. Sharpe,Europe,United Kingdom,England,Brighton,,No,1563266,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,15 Apr 1889,"cabinet 478, shelf 5th from top",broken beak ,,,,,,
39972,757606,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. G. Good,Europe,United Kingdom,England,Norwich,Female,No,757606,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,05 Jan 1895,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,24.545,7.3935,17.624,7.4425,28.1535,123.25,
